female,wjtest01,wjtest07,wjtest10,wmtest01,wmtest07,wmtest10,childs_language,daycare_home_age,daycare_home_duration,daycare_center_age,daycare_center_duration,headstart_age,headstart_duration,tpsprek_age,tpsprek_duration,prek_age,prek_duration,birth_city,birth_state,birth_country,respondent_birth_city,respondent_birth_state,respondent_birth_country,respondent_move,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,q1,q2,q3,q4,lastyrpk,lastyrhs,contxt1,contxt2,contxt3,contxt4,contxt5,contxt6,contxt7,contxt8,contxt9,contxt10,contxt11,contxt12,contxt13,contxt14,contxt15,contxt16,contxt17,contxt18,contxt19,contxt20,contxt21,contxt22,contxt23,contxt24,hs3yralum,ID,race,cohort,fullday0506,fullday0607,tpslunch0506,tpslunch0607,caphslunch0506,caphslunch0607,age,cutoff,langsurvey,psurvey,relative,health,medvisit,dentvisit,insurance,daycare_home,daycare_center,headstart,tpsprek,prek,internet,books,marital,father,respondent_education,spouse_education,momeduc,school_0607,school_0506,school_0405,teach_0607,teach_0506,white,black,hispanic,racecat4,racecat5,racecat6,other,freelunch
0,6,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,4678,White,Pre-K Entrant,,Full day,,Free lunch,,,-284,0,,No,,,,,,,,,,,,,,,,,,58,,,,,1,0,0,0,0,0,0,1
1,10,10,12,,,,English,99,99,1,2,99,99,4,1,99,99,Tulsa,OK,USA,Tulsa,OK,USA,99,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Agree,Agree,Yes,No,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,No,1007,Native American,K Entrant,Full day,Full day,Free lunch,Free lunch,,,39,1,English,Yes,Grandmother,Excellent,6 months to a year,Less than 6 months,Yes,Yes,Yes,No,Yes,No response,No,Enough to fill 1 shelf (11-25),Married,No,High school graduate,Some college,,41,41,,,345,0,0,0,0,1,0,1,1
0,3,4,3,,,,English,99,99,99,99,99,99,99,99,99,99,Tulsa,OK,USA,Clinton,OK,USA,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,6963,,Pre-K Entrant,,Full day,,,,,-99,0,English,Yes,Biological mother,Very good,Less than 6 months,Less than 6 months,Yes,No,No,No,No,No,No,None or few (0-10),Separated,No,High school graduate,No response,High school or GED,,,,,,,,,,,,,
0,7,8,19,,,,English,99,99,4,.5,99,99,99,99,99,99,Tulsa,OK,USA,Omaha,NE,USA,99,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Agree,Disagree,Yes,No,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No,854,White,K Entrant,Half day,Full day,Full price lunch,Free lunch,,,119,1,English,Yes,Biological mother,Excellent,6 months to a year,Less than 6 months,Yes,No response,Yes,No response,Yes,No response,No,Enough to fill 1 bookcase (26-100),Separated,No,High school graduate,Some college,High school or GED,38,38,,,232,1,0,0,0,0,0,0,1
1,5,6,11,,,,English,.25,2,2,2,99,99,99,99,99,99,Tulsa,OK,USA,Tulsa,OK,USA,99,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Disagree,Agree,Disagree,Disagree,No,No,1,0,0,1,0,1,0,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,No,6288,White,Pre-K Entrant,,Full day,,Free lunch,,,-327,0,English,Yes,Biological mother,Excellent,6 months to a year,1 year to 2 years,No,Yes,Yes,No,No,No,No,Enough to fill 1 bookcase (26-100),Married,No,Some high school,Some high school,No high school or GED,60,,,,,1,0,0,0,0,0,0,1
0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,No,408,Black,K Entrant,Full day,Full day,Free lunch,Free lunch,,,207,1,,No,,,,,,,,,,,,,,,,,,42,42,,,369,0,1,0,0,0,0,0,1
0,5,4,9,,,,English,0,2,2,1,3,1,99,99,99,99,St. Petersburg,FL,USA,St. Petersburg,FL,USA,99,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Agree,Agree,No,Yes,0,1,0,0,1,2,2,1,1,3,0,1,0,0,1,1,0,1,0,2,0,2,0,0,Yes,5700,Black,Pre-K Entrant,,Full day,,Free lunch,,,-219,0,English,Yes,Biological mother,Good,Less than 6 months,6 months to a year,Yes,Yes,Yes,Yes,No,No,No,Enough to fill 1 shelf (11-25),Never Married,No,Some college,College degree (4 yr),Some college,22,24,,,390,0,1,0,0,0,0,0,1
1,2,6,2,1,5,7,Spanish,99,99,99,99,99,99,99,99,99,99,Tulsa,OK,USA,No Response,No Response,Mexico,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,3362,Hispanic,Pre-K Entrant,,Full day,,Free lunch,,,-77,0,Spanish,Yes,Biological mother,Excellent,1 year to 2 years,6 months to a year,Yes,No,No,No,No,No,No,Enough to fill 1 bookcase (26-100),Separated,No,8th grade or less,No response,No high school or GED,45,,,,,0,0,1,0,0,0,0,1
0,3,1,12,,,,English,1,1,1,1,99,99,99,99,99,99,McAlester,OK,USA,Oklahoma City,OK,USA,99,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Agree,Agree,Disagree,Agree,No,No,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,No,4345,White,Pre-K Entrant,,Half day,,Free lunch,,,-189,0,English,Yes,Biological mother,Excellent,Less than 6 months,6 months to a year,Yes,Yes,Yes,No,No,No,No,Enough to fill 1 shelf (11-25),Divorced,No,High school graduate,8th grade or less,High school or GED,40,,,,,1,0,0,0,0,0,0,1
0,2,6,3,,,,English,.1154,1,1,1,99,99,99,99,99,99,Tulsa,OK,USA,Palm Springs,CA,USA,99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Disagree,Agree,Disagree,Agree,No,No,0,0,1,0,0,1,3,1,0,1,1,1,0,2,1,0,1,1,0,1,0,0,0,0,No,3584,White,Pre-K Entrant,,Full day,,Full price lunch,,,-271,0,English,Yes,Biological mother,Excellent,Less than 6 months,Never,Yes,Yes,Yes,No,No,No,No,Enough to fill 1 bookcase (26-100),Married,Yes,High school graduate,High school graduate,High school or GED,60,,,,,1,0,0,0,0,0,0,0
1,7,,11,,,,English,99,1,99,1,99,1,99,99,99,99,Tulsa,OK,USA,Okmulgee,OK,USA,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,3766,White,Pre-K Entrant,,Half day,,Free lunch,,,-132,0,English,Yes,Biological mother,Very good,Less than 6 months,Less than 6 months,Yes,Yes,Yes,Yes,No,No,Yes,Enough to fill 1 bookcase (26-100),Married,No,Some college,GED,Some college,13,,,,,1,0,0,0,0,0,0,1
1,1,3,2,,,,English,4,99,99,99,99,99,99,99,99,99,Tulsa,OK,USA,Tulsa,OK,No Response,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Disagree,Strongly agree,Agree,Disagree,No,No,1,0,1,0,0,1,2,1,0,1,1,1,0,2,1,0,0,1,0,1,1,2,1,0,No,5046,White,Pre-K Entrant,,Full day,,Free lunch,,,-233,0,English,Yes,Biological mother,Excellent,6 months to a year,Never,Yes,Yes,No,No,No,No,No,Enough to fill 1 bookcase (26-100),Never Married,No,Some high school,No response,No high school or GED,12,,,,,1,0,0,0,0,0,0,1
0,2,6,13,,,,English,1,4,99,99,99,99,99,99,99,99,Harrisburg,PA,No Response,San Jose,CA,No Response,99,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Agree,Agree,No,No,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,3461,Hispanic,Pre-K Entrant,,Full day,,Free lunch,,,-15,0,English,Yes,Biological mother,Good,6 months to a year,Don't know,No,Yes,No,No,No,No,No,Enough to fill 1 shelf (11-25),Never Married,No,GED,No response,High school or GED,32,,,,,0,0,1,0,0,0,0,1
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,No,1681,White,K Entrant,Half day,,Full price lunch,Full price lunch,,,164,1,,No,,,,,,,,,,,,,,,,,,51,30,,,31,1,0,0,0,0,0,0,0
0,5,10,14,,,,English,99,99,99,99,99,99,5,1,99,99,Tulsa,OK,USA,Lynwood,CA,USA,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,No,825,White,K Entrant,Full day,Full day,Full price lunch,Full price lunch,,,341,1,English,Yes,Biological mother,Very good,Less than 6 months,1 year to 2 years,Yes,No,No,No,Yes,No,Yes,Enough to fill 2 bookcases (101-200),Married,Yes,GED,Some college,High school or GED,41,41,,,345,1,0,0,0,0,0,0,0
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,6659,Black,Pre-K Entrant,,,,Free lunch,,,-307,0,,No,,,,,,,,,,,,,,,,,,65,,,,,0,1,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,No,2653,Native American,K Entrant,Full day,,Free lunch,Free lunch,,,240,1,,No,,,,,,,,,,,,,,,,,,60,60,,,348,0,0,0,0,1,0,1,1
1,3,1,10,,,,English,99,99,5,.5,99,99,99,99,99,99,Tulsa,OK,USA,Tulsa,OK,USA,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Agree,Agree,Agree,Agree,No,No,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,No,6274,White,Pre-K Entrant,,Full day,,Free lunch,,,-252,0,English,Yes,Biological mother,Good,Less than 6 months,Never,Yes,No response,Yes,No response,No response,No response,No,Enough to fill 1 bookcase (26-100),Divorced,No,Some college,Some college,Some college,60,,,,,1,0,0,0,0,0,0,1
0,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,3811,White,Pre-K Entrant,,Full day,,Free lunch,,,-297,0,,No,,,,,,,,,,,,,,,,,,41,,,,,1,0,0,0,0,0,0,1
0,12,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,No,1641,Black,K Entrant,Half day,Full day,,Full price lunch,,,72,1,,No,,,,,,,,,,,,,,,,,,44,6,,,326,0,1,0,0,0,0,0,0
0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,3008,,Pre-K Entrant,,Full day,,Free lunch,,,-182,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,4,4,11,,,,English,4,99,.5,3,3,1,99,99,99,99,Fort Hood,TX,USA,Tulsa,OK,USA,99,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Disagree,Disagree,Agree,Agree,No,Yes,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Yes,5977,White,Pre-K Entrant,,Half day,,Full price lunch,,,-39,0,English,Yes,Biological mother,Excellent,Less than 6 months,6 months to a year,Yes,Yes,Yes,Yes,No response,No response,No,None or few (0-10),Separated,No,Some college,No response,Some college,14,24,,,390,1,0,0,0,0,0,0,0
1,4,3,3,,,,English,99,99,99,99,4,1,4,1,99,99,Tulsa,OK,USA,Tulsa,OK,USA,99,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Yes,No,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,No,104,White,K Entrant,Full day,Full day,Reduced price lunch,Reduced price lunch,,,41,1,English,Yes,Biological mother,Good,6 months to a year,6 months to a year,Yes,No,No,Yes,Yes,No response,No,Enough to fill 1 shelf (11-25),Married,Yes,High school graduate,GED,High school or GED,11,23,,,235,1,0,0,0,0,0,0,0
0,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,5975,Hispanic,Pre-K Entrant,,Half day,,Full price lunch,,,-269,0,,No,,,,,,,,,,,,,,,,,,40,,,,,0,0,1,0,0,0,0,0
0,1,,6,,,,English,99,99,3.5,1.4167,99,99,99,99,99,99,Tulsa,OK,USA,Miami,OK,USA,99,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Disagree,Agree,Disagree,Strongly disagree,No,No,1,1,1,2,2,3,3,1,1,2,1,1,1,1,1,2,2,1,1,0,2,2,0,1,No,3369,Native American,Pre-K Entrant,,Half day,,Free lunch,,,-46,0,English,Yes,Biological mother,Excellent,Less than 6 months,1 year to 2 years,Yes,No,Yes,No,No,No,No,Enough to fill 2 bookcases (101-200),Never Married,No,Associate's degree,Some college,Some college,38,,,,,0,0,0,0,1,0,1,1
0,3,4,10,,,,English,99,99,99,99,99,99,99,99,99,99,Tulsa,OK,USA,Tulsa,OK,USA,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,7034,,Pre-K Entrant,,Full day,,,,,-314,0,English,Yes,Biological mother,Excellent,Less than 6 months,Less than 6 months,Yes,No,No,No,No,No,Yes,Enough to fill 3 or more bookcases (more than 200),Married,Yes,Some college,Associate's degree,Some college,,,,,,,,,,,,,
1,1,2,7,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Agree,Agree,No,No,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,No,3751,Hispanic,Pre-K Entrant,,Full day,,Free lunch,,,-127,0,,No,,,,,,,,,,,,,,,,,,23,,,,,0,0,1,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,No,1634,White,K Entrant,Full day,,Full price lunch,Full price lunch,,,134,1,,No,,,,,,,,,,,,,,,,,,60,60,,,348,1,0,0,0,0,0,0,0
0,2,4,5,,,,English,99,99,99,99,99,99,99,99,99,99,No Response,No Response,No Response,No Response,No Response,No Response,99,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Disagree,Agree,Disagree,Disagree,No,No,0,1,1,1,0,0,0,1,0,0,1,1,0,1,2,0,0,0,0,1,1,0,1,0,No,5614,White,Pre-K Entrant,,Full day,,Free lunch,,,-345,0,English,Yes,Grandmother,Excellent,Less than 6 months,Less than 6 months,Yes,No,No,No,No,No,No response,No Response,No response,No response,No response,No response,,8,,,,,1,0,0,0,0,0,0,1
